code,category,series,title,raw_id
C,과정평가형자격,기사,의류기사,C_의류기사
C,과정평가형자격,기사,직업상담사2급,C_직업상담사2급
C,과정평가형자격,기능사,미용사(네일),C_미용사(네일)
C,과정평가형자격,기능사,미용사(메이크업),C_미용사(메이크업)
C,과정평가형자격,기능사,실내건축기능사,C_실내건축기능사
C,과정평가형자격,기사,화훼장식산업기사,C_화훼장식산업기사
C,과정평가형자격,기능사,건설기계정비기능사,C_건설기계정비기능사
C,과정평가형자격,기능사,자동차차체수리기능사,C_자동차차체수리기능사
C,과정평가형자격,기사,조경기사,C_조경기사
C,과정평가형자격,기능사,제강기능사,C_제강기능사
C,과정평가형자격,기능사,금속재료시험기능사,C_금속재료시험기능사
C,과정평가형자격,기능사,제품응용모델링기능사,C_제품응용모델링기능사
C,과정평가형자격,기능사,신발제조기능사,C_신발제조기능사
C,과정평가형자격,기능사,여성복기능사,C_여성복기능사
C,과정평가형자격,기능사,염색기능사(침염),C_염색기능사(침염)
C,과정평가형자격,기능사,염색기능사(날염),C_염색기능사(날염)
C,과정평가형자격,기능사,항공전자정비기능사,C_항공전자정비기능사
C,과정평가형자격,기사,조경산업기사,C_조경산업기사
C,과정평가형자격,기능사,제선기능사,C_제선기능사
C,과정평가형자격,기사,전자산업기사,C_전자산업기사
C,과정평가형자격,기능사,금속도장기능사,C_금속도장기능사
C,과정평가형자격,기능사,주조기능사,C_주조기능사
C,과정평가형자격,기능사,한복기능사,C_한복기능사
C,과정평가형자격,기능사,압연기능사,C_압연기능사
C,과정평가형자격,기능사,축로기능사,C_축로기능사
C,과정평가형자격,기능사,미용사(피부),C_미용사(피부)
C,과정평가형자격,기능사,로더운전기능사,C_로더운전기능사
C,과정평가형자격,기사,스마트공장산업기사,C_스마트공장산업기사
C,과정평가형자격,기능사,3D프린터운용기능사,C_3D프린터운용기능사
C,과정평가형자격,기사,전기공사산업기사,C_전기공사산업기사
C,과정평가형자격,기사,건설안전산업기사,C_건설안전산업기사
C,과정평가형자격,기사,보석디자인산업기사,C_보석디자인산업기사
C,과정평가형자격,기사,소방설비산업기사(기계분야),C_소방설비산업기사(기계분야)
C,과정평가형자격,기사,측량및지형공간정보산업기사,C_측량및지형공간정보산업기사
C,과정평가형자격,기사,식육가공기사,C_식육가공기사
C,과정평가형자격,기능사,불도저운전기능사,C_불도저운전기능사
